age,country_code,dob,full_name,image,nation,potential,rating,short_name,value,wage,year
29.0,35,"Sep 16, 1987",K. Lafferty,https://cdn.sofifa.org/1x/18/players/166844.png,Northern Ireland,71.0,71.0,K. Lafferty,2.4,8.0,14
32.0,35,"Jan 1, 1985",S. Davis,https://cdn.sofifa.org/1x/18/players/151508.png,Northern Ireland,75.0,75.0,S. Davis,5.0,66.0,14
29.0,35,"Jul 20, 1987",N. McGinn,https://cdn.sofifa.org/1x/18/players/186839.png,Northern Ireland,72.0,72.0,N. McGinn,3.0,7.0,14
32.0,35,"Dec 14, 1984",C. Brunt,https://cdn.sofifa.org/1x/18/players/52306.png,Northern Ireland,74.0,74.0,C. Brunt,4.4,57.0,14
31.0,35,"May 12, 1986",J. Ward,https://cdn.sofifa.org/1x/18/players/164467.png,Northern Ireland,67.0,67.0,J. Ward,675.0,19.0,14
24.0,35,"Feb 18, 1992",R. Donnelly,https://cdn.sofifa.org/1x/17/players/207642.png,Northern Ireland,64.0,63.0,R. Donnelly,425.0,1.0,14
28.0,35,"Feb 6, 1989",C. Cathcart,https://cdn.sofifa.org/1x/18/players/180706.png,Northern Ireland,73.0,73.0,C. Cathcart,3.2,46.0,14
26.0,35,"Apr 12, 1991",O. Norwood,https://cdn.sofifa.org/1x/18/players/186143.png,Northern Ireland,73.0,72.0,O. Norwood,3.6,31.0,14
25.0,35,"Jul 12, 1991",S. Ferguson,https://cdn.sofifa.org/1x/18/players/192624.png,Northern Ireland,66.0,65.0,S. Ferguson,650.0,10.0,14
22.0,35,"Sep 17, 1986",D. Howland,https://cdn.sofifa.org/1x/11/players/169731.png,Northern Ireland,5.0,52.0,D. Howland,71.0,0.0,10
19.0,35,"Feb 23, 1990",M. McKerr,https://cdn.sofifa.org/1x/11/players/186375.png,Northern Ireland,72.0,54.0,M. McKerr,0.0,0.0,10
20.0,35,"Jul 7, 1992",K. Millar,https://cdn.sofifa.org/1x/14/players/195080.png,Northern Ireland,67.0,55.0,K. Millar,0.0,0.0,10
31.0,35,"Dec 6, 1977",P. McVeigh,https://cdn.sofifa.org/1x/11/players/101897.png,Northern Ireland,64.0,55.0,P. McVeigh,0.0,0.0,10
28.0,35,"Jun 30, 1981",C. Toner,https://cdn.sofifa.org/1x/11/players/12299.png,Northern Ireland,59.0,55.0,C. Toner,0.0,0.0,10
29.0,35,"Oct 23, 1984",R. Higgins,https://cdn.sofifa.org/1x/15/players/171020.png,Northern Ireland,57.0,57.0,R. Higgins,0.0,0.0,10
22.0,35,"Aug 29, 1987",T. Kane,https://cdn.sofifa.org/1x/11/players/169486.png,Northern Ireland,3.0,61.0,T. Kane,75.0,2.0,10
35.0,35,"May 19, 1982",A. Mannus,https://cdn.sofifa.org/1x/18/players/110606.png,Northern Ireland,65.0,65.0,A. Mannus,130.0,1.0,10
28.0,35,"Mar 11, 1983",A. Julian,https://cdn.sofifa.org/1x/12/players/158230.png,Northern Ireland,1.0,57.0,A. Julian,60.0,1.0,10
19.0,35,"Mar 8, 1990",R. Carson,https://cdn.sofifa.org/1x/11/players/194070.png,Northern Ireland,54.0,49.0,R. Carson,0.0,0.0,10
32.0,35,"Apr 29, 1981",G. McCartney,https://cdn.sofifa.org/1x/14/players/50455.png,Northern Ireland,70.0,70.0,G. McCartney,550.0,20.0,10
22.0,36,"Aug 4, 1994",M. Elyounoussi,https://cdn.sofifa.org/1x/18/players/203362.png,Norway,84.0,78.0,M. Elyounoussi,14.0,36.0,18
32.0,36,"Sep 29, 1984",R. Jarstein,https://cdn.sofifa.org/1x/18/players/104389.png,Norway,83.0,83.0,R. Jarstein,15.0,30.0,18
25.0,36,"Jan 15, 1992",J. King,https://cdn.sofifa.org/1x/18/players/185422.png,Norway,79.0,77.0,J. King,11.0,69.0,18
18.0,36,"Dec 17, 1998",M. Ødegaard,https://cdn.sofifa.org/1x/18/players/222665.png,Norway,86.0,74.0,M. Ødegaard,9.5,71.0,18
27.0,36,"Jun 21, 1990",H. Nordtveit,https://cdn.sofifa.org/1x/18/players/182888.png,Norway,77.0,76.0,H. Nordtveit,7.5,35.0,18
22.0,36,"Jul 7, 1994",O. Selnæs,https://cdn.sofifa.org/1x/18/players/204612.png,Norway,79.0,75.0,O. Selnæs,7.5,25.0,18
30.0,36,"Jun 16, 1987",P. Skjelbred,https://cdn.sofifa.org/1x/18/players/152996.png,Norway,78.0,78.0,P. Skjelbred,7.5,29.0,18
27.0,36,"Oct 15, 1989",O. Kamara,https://cdn.sofifa.org/1x/18/players/179551.png,Norway,75.0,75.0,O. Kamara,7.0,10.0,18
26.0,36,"Jan 8, 1991",S. Johansen,https://cdn.sofifa.org/1x/18/players/187043.png,Norway,75.0,74.0,S. Johansen,6.5,42.0,18
24.0,36,"Mar 6, 1993",J. Svensson,https://cdn.sofifa.org/1x/18/players/198657.png,Norway,79.0,75.0,J. Svensson,7.0,9.0,18
25.0,36,"Dec 5, 1991",O. Elabdellaoui,https://cdn.sofifa.org/1x/18/players/190824.png,Norway,77.0,74.0,O. Elabdellaoui,6.0,1.0,18
31.0,36,"Oct 23, 1985",M. Abdellaoue,https://cdn.sofifa.org/1x/18/players/184010.png,Norway,69.0,69.0,M. Abdellaoue,950.0,4.0,14
29.0,36,"Feb 16, 1988",V. Forren,https://cdn.sofifa.org/1x/18/players/185394.png,Norway,72.0,72.0,V. Forren,2.4,6.0,14
27.0,36,"Jun 21, 1990",H. Nordtveit,https://cdn.sofifa.org/1x/18/players/182888.png,Norway,77.0,76.0,H. Nordtveit,7.5,35.0,14
29.0,36,"Feb 23, 1988",T. Elyounoussi,https://cdn.sofifa.org/1x/18/players/169317.png,Norway,73.0,73.0,T. Elyounoussi,3.9,11.0,14
28.0,36,"May 24, 1989",M. Fellah,https://cdn.sofifa.org/1x/18/players/165568.png,Norway,66.0,66.0,M. Fellah,650.0,5.0,14
26.0,36,"Jan 8, 1991",S. Johansen,https://cdn.sofifa.org/1x/18/players/187043.png,Norway,75.0,74.0,S. Johansen,6.5,42.0,14
26.0,36,"Aug 8, 1990",M. Eikrem,https://cdn.sofifa.org/1x/18/players/153048.png,Norway,71.0,71.0,M. Eikrem,2.5,7.0,14
24.0,36,"Jul 25, 1992",M. Henriksen,https://cdn.sofifa.org/1x/18/players/190549.png,Norway,74.0,71.0,M. Henriksen,3.0,8.0,14
29.0,36,"Aug 3, 1987",A. Søderlund,https://cdn.sofifa.org/1x/18/players/201966.png,Norway,72.0,72.0,A. Søderlund,3.1,7.0,14
26.0,36,"Jul 18, 1990",A. Konradsen,https://cdn.sofifa.org/1x/18/players/187042.png,Norway,71.0,70.0,A. Konradsen,2.1,6.0,14
34.0,36,"Jun 20, 1981",B. Hangeland,https://cdn.sofifa.org/1x/16/players/46815.png,Norway,72.0,72.0,B. Hangeland,650.0,15.0,14
19.0,36,"Jan 23, 1992",F. Aziz,https://cdn.sofifa.org/1x/12/players/198400.png,Norway,59.0,55.0,F. Aziz,0.0,0.0,10
22.0,36,"Mar 14, 1990",V. Gjermundstad,https://cdn.sofifa.org/1x/13/players/190464.png,Norway,68.0,55.0,V. Gjermundstad,0.0,0.0,10
17.0,36,"Nov 8, 1991",J. Rinne,https://cdn.sofifa.org/1x/11/players/198401.png,Norway,65.0,56.0,J. Rinne,0.0,0.0,10
29.0,36,"Dec 20, 1979",E. Johnsen,https://cdn.sofifa.org/1x/11/players/28929.png,Norway,70.0,66.0,E. Johnsen,0.0,0.0,10
19.0,36,"Sep 2, 1990",O. Oviasu,https://cdn.sofifa.org/1x/11/players/184321.png,Norway,1.0,57.0,O. Oviasu,69.0,0.0,10
22.0,36,"Mar 9, 1990",B. Haugsdal,https://cdn.sofifa.org/1x/13/players/190465.png,Norway,67.0,58.0,B. Haugsdal,0.0,0.0,10
18.0,36,"May 16, 1991",M. Møvik,https://cdn.sofifa.org/1x/11/players/186114.png,Norway,69.0,59.0,M. Møvik,0.0,0.0,10
19.0,36,"Feb 1, 1992",S. Gåseland,https://cdn.sofifa.org/1x/12/players/198403.png,Norway,58.0,53.0,S. Gåseland,0.0,0.0,10
18.0,36,"Apr 5, 1991",O. Kashama,https://cdn.sofifa.org/1x/11/players/198404.png,Norway,65.0,54.0,O. Kashama,0.0,0.0,10
18.0,36,"Jul 9, 1992",A. Hoti,https://cdn.sofifa.org/1x/12/players/198405.png,Norway,58.0,49.0,A. Hoti,0.0,0.0,10
35.0,36,"Jul 30, 1980",P. Kah,https://cdn.sofifa.org/1x/17/players/148741.png,Norway,66.0,66.0,P. Kah,110.0,1.0,10
28.0,37,"Aug 21, 1988",R. Lewandowski,https://cdn.sofifa.org/1x/18/players/188545.png,Poland,91.0,91.0,R. Lewandowski,92.0,355.0,18
29.0,37,"Feb 3, 1988",K. Glik,https://cdn.sofifa.org/1x/18/players/190547.png,Poland,84.0,84.0,K. Glik,24.0,60.0,18
23.0,37,"May 20, 1994",P. Zieliński,https://cdn.sofifa.org/1x/18/players/210406.png,Poland,87.0,80.0,P. Zieliński,20.5,64.0,18
27.0,37,"Apr 18, 1990",W. Szczęsny,https://cdn.sofifa.org/1x/18/players/186153.png,Poland,85.0,83.0,W. Szczęsny,21.0,90.0,18
23.0,37,"Feb 28, 1994",A. Milik,https://cdn.sofifa.org/1x/18/players/205175.png,Poland,86.0,79.0,A. Milik,18.0,71.0,18
32.0,37,"Jun 3, 1985",L. Piszczek,https://cdn.sofifa.org/1x/18/players/173771.png,Poland,83.0,83.0,L. Piszczek,14.5,66.0,18
27.0,37,"Jan 29, 1990",G. Krychowiak,https://cdn.sofifa.org/1x/18/players/197242.png,Poland,80.0,79.0,G. Krychowiak,12.0,81.0,18
22.0,37,"Feb 2, 1995",K. Linetty,https://cdn.sofifa.org/1x/18/players/211408.png,Poland,83.0,76.0,K. Linetty,10.5,34.0,18
26.0,37,"Jun 3, 1991",L. Teodorczyk,https://cdn.sofifa.org/1x/18/players/201013.png,Poland,78.0,76.0,L. Teodorczyk,9.5,29.0,18
32.0,37,"Apr 18, 1985",L. Fabiański,https://cdn.sofifa.org/1x/18/players/164835.png,Poland,80.0,80.0,L. Fabiański,8.5,60.0,18
31.0,37,"Dec 14, 1985",J. Błaszczykowski,https://cdn.sofifa.org/1x/18/players/164994.png,Poland,75.0,75.0,J. Błaszczykowski,6.0,51.0,18
28.0,37,"Aug 21, 1988",R. Lewandowski,https://cdn.sofifa.org/1x/18/players/188545.png,Poland,91.0,91.0,R. Lewandowski,92.0,355.0,14
31.0,37,"Dec 14, 1985",J. Błaszczykowski,https://cdn.sofifa.org/1x/18/players/164994.png,Poland,75.0,75.0,J. Błaszczykowski,6.0,51.0,14
32.0,37,"Jun 3, 1985",L. Piszczek,https://cdn.sofifa.org/1x/18/players/173771.png,Poland,83.0,83.0,L. Piszczek,14.5,66.0,14
27.0,37,"Apr 18, 1990",W. Szczęsny,https://cdn.sofifa.org/1x/18/players/186153.png,Poland,85.0,83.0,W. Szczęsny,21.0,90.0,14
27.0,37,"Jan 29, 1990",G. Krychowiak,https://cdn.sofifa.org/1x/18/players/197242.png,Poland,80.0,79.0,G. Krychowiak,12.0,81.0,14
29.0,37,"Feb 3, 1988",K. Glik,https://cdn.sofifa.org/1x/18/players/190547.png,Poland,84.0,84.0,K. Glik,24.0,60.0,14
27.0,37,"Jun 12, 1990",A. Sobiech,https://cdn.sofifa.org/1x/18/players/189447.png,Poland,71.0,70.0,A. Sobiech,2.1,19.0,14
27.0,37,"Aug 19, 1989",M. Rybus,https://cdn.sofifa.org/1x/18/players/186347.png,Poland,71.0,71.0,M. Rybus,2.0,25.0,14
32.0,37,"Nov 10, 1984",L. Obraniak,https://cdn.sofifa.org/1x/18/players/138066.png,Poland,68.0,68.0,L. Obraniak,700.0,6.0,14
27.0,37,"Jun 13, 1990",M. Klich,https://cdn.sofifa.org/1x/18/players/192955.png,Poland,73.0,72.0,M. Klich,3.5,24.0,14
26.0,37,"Aug 29, 1990",J. Kosecki,https://cdn.sofifa.org/1x/18/players/204381.png,Poland,69.0,69.0,J. Kosecki,1.1,5.0,14
30.0,37,"Jun 6, 1984",B. Telichowski,https://cdn.sofifa.org/1x/15/players/148480.png,Poland,62.0,62.0,B. Telichowski,230.0,1.0,10
28.0,37,"Sep 27, 1988",M. Gostomski,https://cdn.sofifa.org/1x/18/players/176384.png,Poland,64.0,64.0,M. Gostomski,325.0,2.0,10
30.0,37,"Sep 29, 1983",P. Stawarczyk,https://cdn.sofifa.org/1x/15/players/177920.png,Poland,64.0,64.0,P. Stawarczyk,375.0,6.0,10
29.0,37,"Jun 2, 1982",L. Cichos,https://cdn.sofifa.org/1x/12/players/193024.png,Poland,1.0,55.0,L. Cichos,55.0,1.0,10
29.0,37,"May 2, 1988",M. Korzym,https://cdn.sofifa.org/1x/18/players/157698.png,Poland,63.0,63.0,M. Korzym,375.0,1.0,10
29.0,37,"Jun 8, 1988",K. Grosicki,https://cdn.sofifa.org/1x/18/players/177922.png,Poland,74.0,74.0,K. Grosicki,5.5,13.0,10
26.0,37,"Aug 7, 1982",B. Chwalibogowski,https://cdn.sofifa.org/1x/11/players/165636.png,Poland,64.0,57.0,B. Chwalibogowski,0.0,0.0,10
28.0,37,"Dec 27, 1985",P. Buzała,https://cdn.sofifa.org/1x/15/players/176388.png,Poland,62.0,62.0,P. Buzała,350.0,3.0,10
36.0,37,"Mar 24, 1973",J. Bąk,https://cdn.sofifa.org/1x/11/players/1541.png,Poland,75.0,65.0,J. Bąk,0.0,0.0,10
22.0,37,"Jun 23, 1988",A. Chomiuk,https://cdn.sofifa.org/1x/11/players/186629.png,Poland,60.0,52.0,A. Chomiuk,0.0,0.0,10
32.0,37,"Sep 2, 1981",M. Kuś,https://cdn.sofifa.org/1x/15/players/148486.png,Poland,61.0,61.0,M. Kuś,130.0,4.0,10
32.0,38,"Feb 5, 1985",Cristiano Ronaldo,https://cdn.sofifa.org/1x/18/players/20801.png,Portugal,94.0,94.0,Cristiano Ronaldo,95.5,565.0,18
22.0,38,"Aug 10, 1994",Bernardo Silva,https://cdn.sofifa.org/1x/18/players/218667.png,Portugal,90.0,84.0,Bernardo Silva,42.5,180.0,18
24.0,38,"Jan 19, 1993",João Mário,https://cdn.sofifa.org/1x/18/players/212814.png,Portugal,84.0,81.0,João Mário,22.0,64.0,18
23.0,38,"Jul 30, 1993",André Gomes,https://cdn.sofifa.org/1x/18/players/211575.png,Portugal,88.0,82.0,André Gomes,30.0,150.0,18
25.0,38,"Sep 9, 1991",Danilo Pereira,https://cdn.sofifa.org/1x/18/players/200888.png,Portugal,86.0,83.0,Danilo Pereira,27.5,18.0,18
25.0,38,"Apr 7, 1992",William Carvalho,https://cdn.sofifa.org/1x/18/players/207566.png,Portugal,86.0,83.0,William Carvalho,27.5,21.0,18
22.0,38,"May 11, 1995",Gelson Martins,https://cdn.sofifa.org/1x/18/players/227055.png,Portugal,88.0,82.0,Gelson Martins,30.5,21.0,18
30.0,38,"Nov 17, 1986",Nani,https://cdn.sofifa.org/1x/18/players/139068.png,Portugal,1.0,81.0,Nani,81.0,1.0,18
27.0,38,"Oct 6, 1989",Pizzi,https://cdn.sofifa.org/1x/18/players/197965.png,Portugal,83.0,83.0,Pizzi,26.5,19.0,18
26.0,38,"Oct 1, 1990",A. Lopes,https://cdn.sofifa.org/1x/18/players/199482.png,Portugal,86.0,84.0,A. Lopes,26.0,78.0,18
30.0,38,"Sep 8, 1986",João Moutinho,https://cdn.sofifa.org/1x/18/players/162347.png,Portugal,82.0,82.0,João Moutinho,20.5,48.0,18
32.0,38,"Feb 5, 1985",Cristiano Ronaldo,https://cdn.sofifa.org/1x/18/players/20801.png,Portugal,94.0,94.0,Cristiano Ronaldo,95.5,565.0,14
30.0,38,"Sep 8, 1986",João Moutinho,https://cdn.sofifa.org/1x/18/players/162347.png,Portugal,82.0,82.0,João Moutinho,20.5,48.0,14
32.0,38,"Aug 7, 1983",Danny,https://cdn.sofifa.org/1x/17/players/20800.png,Portugal,81.0,81.0,Danny,13.0,70.0,14
22.0,38,"Oct 24, 1994",Bruma,https://cdn.sofifa.org/1x/18/players/211368.png,Portugal,85.0,80.0,Bruma,20.0,63.0,14
30.0,38,"Nov 17, 1986",Nani,https://cdn.sofifa.org/1x/18/players/139068.png,Portugal,1.0,81.0,Nani,81.0,1.0,14
29.0,38,"Mar 11, 1988",Fábio Coentrão,https://cdn.sofifa.org/1x/18/players/171688.png,Portugal,79.0,79.0,Fábio Coentrão,9.5,150.0,14
26.0,38,"Sep 17, 1990",Josué,https://cdn.sofifa.org/1x/18/players/199739.png,Portugal,76.0,76.0,Josué,8.5,22.0,14
29.0,38,"Dec 22, 1987",Éder,https://cdn.sofifa.org/1x/18/players/189795.png,Portugal,76.0,76.0,Éder,7.5,51.0,14
28.0,38,"Sep 8, 1988",Licá,https://cdn.sofifa.org/1x/18/players/184031.png,Portugal,68.0,68.0,Licá,900.0,5.0,14
27.0,38,"Oct 6, 1989",Pizzi,https://cdn.sofifa.org/1x/18/players/197965.png,Portugal,83.0,83.0,Pizzi,26.5,19.0,14
28.0,38,"Mar 15, 1989",Adrien Silva,https://cdn.sofifa.org/1x/18/players/184826.png,Portugal,83.0,83.0,Adrien Silva,25.5,92.0,14
32.0,38,"Mar 17, 1983",Raúl Meireles,https://cdn.sofifa.org/1x/16/players/148224.png,Portugal,76.0,76.0,Raúl Meireles,4.0,50.0,10
30.0,38,"Mar 17, 1981",Milhazes,https://cdn.sofifa.org/1x/12/players/148225.png,Portugal,1.0,67.0,Milhazes,67.0,5.0,10
35.0,38,"May 2, 1981",Tiago,https://cdn.sofifa.org/1x/17/players/4098.png,Portugal,81.0,81.0,Tiago,5.5,50.0,10
32.0,38,"May 5, 1981",Paulo Jorge,https://cdn.sofifa.org/1x/14/players/168962.png,Portugal,64.0,64.0,Paulo Jorge,0.0,0.0,10
28.0,38,"Sep 4, 1980",Rui Baião,https://cdn.sofifa.org/1x/11/players/163076.png,Portugal,71.0,65.0,Rui Baião,0.0,0.0,10
30.0,38,"Mar 31, 1987",A. Bischoff,https://cdn.sofifa.org/1x/18/players/177668.png,Portugal,66.0,66.0,A. Bischoff,600.0,1.0,10
33.0,38,"Oct 18, 1978",José Pedro,https://cdn.sofifa.org/1x/13/players/157957.png,Portugal,67.0,67.0,José Pedro,0.0,0.0,10
32.0,38,"Mar 6, 1977",Carlitos,https://cdn.sofifa.org/1x/11/players/163077.png,Portugal,71.0,67.0,Carlitos,0.0,0.0,10
33.0,38,"Jun 10, 1983",Nélson,https://cdn.sofifa.org/1x/17/players/3078.png,Portugal,68.0,68.0,Nélson,375.0,1.0,10
33.0,38,"Aug 4, 1977",L. Boa Morte,https://cdn.sofifa.org/1x/12/players/2823.png,Portugal,66.0,66.0,L. Boa Morte,0.0,0.0,10
31.0,38,"Feb 5, 1986",Manuel Fernandes,https://cdn.sofifa.org/1x/18/players/157960.png,Portugal,81.0,81.0,Manuel Fernandes,15.5,54.0,10
24.0,39,"Apr 11, 1993",F. Andone,https://cdn.sofifa.org/1x/18/players/225018.png,Romania,84.0,79.0,F. Andone,17.0,31.0,18
30.0,39,"Oct 22, 1986",S. Radu,https://cdn.sofifa.org/1x/18/players/165109.png,Romania,80.0,80.0,S. Radu,11.0,54.0,18
26.0,39,"Jul 8, 1990",A. Maxim,https://cdn.sofifa.org/1x/18/players/211061.png,Romania,75.0,74.0,A. Maxim,6.5,27.0,18
31.0,39,"Feb 9, 1986",C. Tătăruşanu,https://cdn.sofifa.org/1x/18/players/201325.png,Romania,79.0,79.0,C. Tătăruşanu,7.5,25.0,18
27.0,39,"Nov 14, 1989",V. Chiricheş,https://cdn.sofifa.org/1x/18/players/205943.png,Romania,77.0,77.0,V. Chiricheş,7.5,56.0,18
24.0,39,"May 7, 1993",N. Stanciu,https://cdn.sofifa.org/1x/18/players/212207.png,Romania,80.0,74.0,N. Stanciu,7.5,1.0,18
27.0,39,"Nov 22, 1989",G. Torje,https://cdn.sofifa.org/1x/18/players/201326.png,Romania,74.0,74.0,G. Torje,0.0,0.0,18
29.0,39,"Feb 5, 1988",E. Bicfalvi,https://cdn.sofifa.org/1x/18/players/208737.png,Romania,75.0,75.0,E. Bicfalvi,6.5,34.0,18
28.0,39,"May 18, 1989",A. Chipciu,https://cdn.sofifa.org/1x/18/players/212048.png,Romania,72.0,72.0,A. Chipciu,3.1,17.0,18
30.0,39,"Jun 28, 1987",B. Stancu,https://cdn.sofifa.org/1x/18/players/200911.png,Romania,73.0,73.0,B. Stancu,3.9,20.0,18
21.0,39,"May 23, 1996",R. Marin,https://cdn.sofifa.org/1x/18/players/235813.png,Romania,82.0,74.0,R. Marin,8.0,13.0,18
27.0,39,"Nov 14, 1989",V. Chiricheş,https://cdn.sofifa.org/1x/18/players/205943.png,Romania,77.0,77.0,V. Chiricheş,7.5,56.0,14
26.0,39,"Jul 8, 1990",A. Maxim,https://cdn.sofifa.org/1x/18/players/211061.png,Romania,75.0,74.0,A. Maxim,6.5,27.0,14
27.0,39,"Jul 9, 1988",R. Rusescu,https://cdn.sofifa.org/1x/17/players/213430.png,Romania,71.0,71.0,R. Rusescu,1.7,15.0,14
30.0,39,"Oct 22, 1986",S. Radu,https://cdn.sofifa.org/1x/18/players/165109.png,Romania,80.0,80.0,S. Radu,11.0,54.0,14
26.0,39,"Feb 11, 1991",A. Stoian,https://cdn.sofifa.org/1x/18/players/192072.png,Romania,70.0,70.0,A. Stoian,1.9,10.0,14
27.0,39,"Nov 22, 1989",G. Torje,https://cdn.sofifa.org/1x/18/players/201326.png,Romania,74.0,74.0,G. Torje,0.0,0.0,14
26.0,39,"May 6, 1988",D. Nistor,https://cdn.sofifa.org/1x/15/players/212226.png,Romania,72.0,70.0,D. Nistor,0.0,0.0,14
27.0,39,"Nov 11, 1989",P. Papp,https://cdn.sofifa.org/1x/18/players/204211.png,Romania,68.0,68.0,P. Papp,750.0,8.0,14
33.0,39,"Apr 5, 1984",C. Săpunaru,https://cdn.sofifa.org/1x/18/players/156221.png,Romania,70.0,70.0,C. Săpunaru,725.0,10.0,14
29.0,39,"Oct 2, 1985",C. Marica,https://cdn.sofifa.org/1x/16/players/147921.png,Romania,3.0,69.0,C. Marica,69.0,3.0,14
30.0,39,"Dec 2, 1986",C. Keşerü,https://cdn.sofifa.org/1x/18/players/165429.png,Romania,73.0,73.0,C. Keserü,0.0,0.0,14
21.0,39,"Jun 6, 1988",A. Cordos,https://cdn.sofifa.org/1x/11/players/193545.png,Romania,77.0,51.0,A. Cordos,0.0,0.0,10
27.0,39,"Jun 3, 1983",L. Bordeanu,https://cdn.sofifa.org/1x/11/players/188695.png,Romania,3.0,47.0,L. Bordeanu,54.0,6.0,10
32.0,39,"May 16, 1981",M. Niculae,https://cdn.sofifa.org/1x/14/players/20773.png,Romania,69.0,69.0,M. Niculae,0.0,0.0,10
23.0,39,"Aug 1, 1985",A. Mureşan,https://cdn.sofifa.org/1x/11/players/155429.png,Romania,71.0,64.0,A. Mureşan,0.0,0.0,10
21.0,39,"Jul 5, 1991",A. Bucuroiu,https://cdn.sofifa.org/1x/14/players/193328.png,Romania,68.0,58.0,G. Bucuroiu,0.0,0.0,10
31.0,39,"Sep 29, 1977",I. Mara,https://cdn.sofifa.org/1x/11/players/49713.png,Romania,71.0,67.0,I. Mara,0.0,0.0,10
21.0,39,"May 31, 1988",C. Cristea,https://cdn.sofifa.org/1x/11/players/183857.png,Romania,59.0,52.0,C. Cristea,0.0,0.0,10
29.0,39,"May 21, 1984",G. Florescu,https://cdn.sofifa.org/1x/14/players/155442.png,Romania,66.0,66.0,G. Florescu,0.0,0.0,10
30.0,39,"Jun 7, 1987",L. Sepsi,https://cdn.sofifa.org/1x/18/players/172082.png,Romania,66.0,66.0,L. Sepsi,475.0,4.0,10
31.0,39,"Jan 3, 1980",E. Jula,https://cdn.sofifa.org/1x/12/players/155445.png,Romania,1.0,70.0,E. Jula,70.0,1.0,10
30.0,39,"Dec 2, 1986",C. Keşerü,https://cdn.sofifa.org/1x/18/players/165429.png,Romania,73.0,73.0,C. Keseru,0.0,0.0,10
26.0,40,"Mar 19, 1991",A. Kokorin,https://cdn.sofifa.org/1x/18/players/192086.png,Russia,81.0,80.0,A. Kokorin,17.5,80.0,18
27.0,40,"Feb 9, 1990",F. Smolov,https://cdn.sofifa.org/1x/18/players/187491.png,Russia,81.0,81.0,F. Smolov,19.0,59.0,18
26.0,40,"Sep 19, 1990",Mário Fernandes,https://cdn.sofifa.org/1x/18/players/193525.png,Russia,81.0,81.0,Mário Fernandes,15.0,52.0,18
27.0,40,"Jun 17, 1990",A. Dzagoev,https://cdn.sofifa.org/1x/18/players/187735.png,Russia,80.0,80.0,A. Dzagoev,15.0,57.0,18
26.0,40,"Jul 29, 1990",O. Shatov,https://cdn.sofifa.org/1x/18/players/206273.png,Russia,79.0,79.0,O. Shatov,13.5,74.0,18
21.0,40,"Oct 17, 1995",A. Miranchuk,https://cdn.sofifa.org/1x/18/players/214092.png,Russia,84.0,77.0,A. Miranchuk,12.5,35.0,18
23.0,40,"Feb 11, 1994",R. Zobnin,https://cdn.sofifa.org/1x/18/players/213160.png,Russia,85.0,78.0,R. Zobnin,12.5,48.0,18
21.0,40,"May 30, 1996",A. Golovin,https://cdn.sofifa.org/1x/18/players/225663.png,Russia,85.0,79.0,A. Golovin,17.0,45.0,18
26.0,40,"Dec 1, 1990",S. Kritsyuk,https://cdn.sofifa.org/1x/18/players/213150.png,Russia,82.0,79.0,S. Kritsyuk,11.0,40.0,18
28.0,40,"Sep 17, 1988",P. Mamaev,https://cdn.sofifa.org/1x/18/players/187736.png,Russia,78.0,78.0,P. Mamaev,10.5,51.0,18
28.0,40,"Aug 22, 1988",A. Dzyuba,https://cdn.sofifa.org/1x/18/players/187607.png,Russia,77.0,77.0,A. Dzyuba,9.0,70.0,18
27.0,40,"Jun 17, 1990",A. Dzagoev,https://cdn.sofifa.org/1x/18/players/187735.png,Russia,80.0,80.0,A. Dzagoev,15.0,57.0,14
26.0,40,"Mar 19, 1991",A. Kokorin,https://cdn.sofifa.org/1x/18/players/192086.png,Russia,81.0,80.0,A. Kokorin,17.5,80.0,14
31.0,40,"Apr 8, 1986",I. Akinfeev,https://cdn.sofifa.org/1x/18/players/148119.png,Russia,80.0,80.0,I. Akinfeev,9.0,42.0,14
28.0,40,"Aug 22, 1988",A. Dzyuba,https://cdn.sofifa.org/1x/18/players/187607.png,Russia,77.0,77.0,A. Dzyuba,9.0,70.0,14
33.0,40,"May 17, 1984",I. Denisov,https://cdn.sofifa.org/1x/18/players/147782.png,Russia,79.0,79.0,I. Denisov,5.0,50.0,14
30.0,40,"Jan 27, 1987",D. Glushakov,https://cdn.sofifa.org/1x/18/players/187366.png,Russia,77.0,77.0,D. Glushakov,6.5,56.0,14
31.0,40,"Apr 8, 1986",A. Kasaev,https://cdn.sofifa.org/1x/18/players/166708.png,Russia,75.0,75.0,A. Kasaev,6.0,38.0,14
32.0,40,"Jul 19, 1984",A. Samedov,https://cdn.sofifa.org/1x/18/players/147621.png,Russia,79.0,79.0,A. Samedov,10.0,74.0,14
31.0,40,"Apr 22, 1986",V. Fayzulin,https://cdn.sofifa.org/1x/18/players/167005.png,Russia,69.0,69.0,V. Fayzulin,700.0,28.0,14
26.0,40,"Apr 7, 1991",P. Yakovlev,https://cdn.sofifa.org/1x/18/players/193895.png,Russia,70.0,70.0,P. Yakovlev,1.9,16.0,14
33.0,40,"Aug 20, 1983",Y. Zhirkov,https://cdn.sofifa.org/1x/18/players/154950.png,Russia,75.0,75.0,Y. Zhirkov,2.6,47.0,14
35.0,40,"Oct 5, 1977",K. Zyryanov,https://cdn.sofifa.org/1x/14/players/147712.png,Russia,74.0,74.0,K. Zyryanov,0.0,0.0,10
