age,country_code,dob,full_name,image,nation,potential,rating,short_name,value,wage,year
28.0,21,"Oct 15, 1988",M. Özil,https://cdn.sofifa.org/1x/18/players/176635.png,Germany,87.0,87.0,M. Özil,51.0,205.0,14
25.0,21,"Jun 3, 1992",M. Götze,https://cdn.sofifa.org/1x/18/players/192318.png,Germany,87.0,83.0,M. Götze,33.0,69.0,14
27.0,21,"Jan 4, 1990",T. Kroos,https://cdn.sofifa.org/1x/18/players/182521.png,Germany,90.0,90.0,T. Kroos,79.0,340.0,14
27.0,21,"Sep 13, 1989",T. Müller,https://cdn.sofifa.org/1x/18/players/189596.png,Germany,86.0,86.0,T. Müller,47.5,190.0,14
28.0,21,"May 31, 1989",M. Reus,https://cdn.sofifa.org/1x/18/players/188350.png,Germany,85.0,85.0,M. Reus,39.0,98.0,14
32.0,21,"Aug 1, 1984",B. Schweinsteiger,https://cdn.sofifa.org/1x/18/players/121944.png,Germany,81.0,81.0,B. Schweinsteiger,13.5,13.0,14
26.0,21,"Oct 24, 1990",I. Gündoğan,https://cdn.sofifa.org/1x/18/players/186942.png,Germany,86.0,85.0,I. Gündoğan,44.5,190.0,14
28.0,21,"Dec 16, 1988",M. Hummels,https://cdn.sofifa.org/1x/18/players/178603.png,Germany,90.0,90.0,M. Hummels,62.5,215.0,14
31.0,21,"Mar 27, 1986",M. Neuer,https://cdn.sofifa.org/1x/18/players/167495.png,Germany,92.0,92.0,M. Neuer,61.0,230.0,14
32.0,21,"Nov 11, 1983",P. Lahm,https://cdn.sofifa.org/1x/17/players/121939.png,Germany,88.0,88.0,P. Lahm,29.5,140.0,14
26.0,21,"Nov 6, 1990",A. Schürrle,https://cdn.sofifa.org/1x/18/players/193130.png,Germany,79.0,79.0,A. Schürrle,13.5,72.0,14
26.0,21,"Jan 10, 1991",C. Fandrich,https://cdn.sofifa.org/1x/18/players/197376.png,Germany,68.0,67.0,C. Fandrich,900.0,6.0,10
30.0,21,"Jan 4, 1979",S. Biran,https://cdn.sofifa.org/1x/11/players/191232.png,Germany,2.0,58.0,S. Biran,64.0,0.0,10
27.0,21,"Sep 2, 1986",H. Ernst,https://cdn.sofifa.org/1x/15/players/196352.png,Germany,61.0,60.0,H. Ernst,190.0,4.0,10
30.0,21,"Jan 29, 1986",D. Brinkmann,https://cdn.sofifa.org/1x/17/players/177409.png,Germany,65.0,65.0,D. Brinkmann,475.0,1.0,10
34.0,21,"Feb 22, 1975",T. Meggle,https://cdn.sofifa.org/1x/11/players/46849.png,Germany,1.0,66.0,T. Meggle,73.0,1.0,10
31.0,21,"Sep 25, 1980",D. Göhlert,https://cdn.sofifa.org/1x/13/players/117249.png,Germany,62.0,62.0,D. Göhlert,0.0,0.0,10
23.0,21,"Mar 16, 1990",B. Vukcevic,https://cdn.sofifa.org/1x/14/players/193281.png,Germany,76.0,69.0,B. Vukcevic,0.0,0.0,10
29.0,21,"Jul 31, 1987",A. Fink,https://cdn.sofifa.org/1x/18/players/193537.png,Germany,69.0,69.0,A. Fink,1.1,1.0,10
32.0,21,"Mar 27, 1981",Cacau,https://cdn.sofifa.org/1x/14/players/101378.png,Germany,75.0,75.0,Cacau,0.0,0.0,10
33.0,21,"Nov 22, 1983",P. Niemeyer,https://cdn.sofifa.org/1x/18/players/54018.png,Germany,70.0,70.0,P. Niemeyer,725.0,16.0,10
30.0,21,"Apr 5, 1987",M. Grün,https://cdn.sofifa.org/1x/18/players/194050.png,Germany,68.0,68.0,M. Grün,575.0,22.0,10
27.0,24,"Sep 8, 1989",G. Sigurðsson,https://cdn.sofifa.org/1x/18/players/184484.png,Iceland,81.0,81.0,G. Sigurðsson,18.5,120.0,18
28.0,24,"Feb 1, 1989",A. Finnbogason,https://cdn.sofifa.org/1x/18/players/195586.png,Iceland,78.0,78.0,A. Finnbogason,10.5,33.0,18
26.0,24,"Oct 27, 1990",J. Guðmundsson,https://cdn.sofifa.org/1x/18/players/191076.png,Iceland,78.0,78.0,J. Guðmundsson,11.0,58.0,18
25.0,24,"Dec 26, 1991",B. Sigurðarson,https://cdn.sofifa.org/1x/18/players/190461.png,Iceland,76.0,73.0,B. Sigurðarson,5.0,34.0,18
23.0,24,"Aug 5, 1993",S. Ingason,https://cdn.sofifa.org/1x/18/players/221422.png,Iceland,78.0,73.0,S. Ingason,4.5,25.0,18
33.0,24,"Jun 29, 1984",E. Hallfreðsson,https://cdn.sofifa.org/1x/18/players/133249.png,Iceland,73.0,73.0,E. Hallfreðsson,2.3,26.0,18
27.0,24,"Mar 14, 1990",K. Sigþórsson,https://cdn.sofifa.org/1x/18/players/184255.png,Iceland,71.0,71.0,K. Sigþórsson,2.5,18.0,18
28.0,24,"Apr 22, 1989",A. Gunnarsson,https://cdn.sofifa.org/1x/18/players/189167.png,Iceland,72.0,72.0,A. Gunnarsson,2.5,20.0,18
29.0,24,"May 27, 1988",B. Bjarnason,https://cdn.sofifa.org/1x/18/players/175789.png,Iceland,71.0,71.0,B. Bjarnason,2.3,26.0,18
31.0,24,"Jun 19, 1986",R. Sigurðsson,https://cdn.sofifa.org/1x/18/players/179897.png,Iceland,72.0,72.0,R. Sigurðsson,2.1,21.0,18
30.0,24,"Jan 30, 1987",M. Vilhjálmsson,https://cdn.sofifa.org/1x/18/players/202175.png,Iceland,70.0,70.0,M. Vilhjálmsson,1.7,7.0,18
28.0,24,"Feb 1, 1989",A. Finnbogason,https://cdn.sofifa.org/1x/18/players/195586.png,Iceland,78.0,78.0,A. Finnbogason,10.5,33.0,14
27.0,24,"Sep 8, 1989",G. Sigurðsson,https://cdn.sofifa.org/1x/18/players/184484.png,Iceland,81.0,81.0,G. Sigurðsson,18.5,120.0,14
27.0,24,"Mar 14, 1990",K. Sigþórsson,https://cdn.sofifa.org/1x/18/players/184255.png,Iceland,71.0,71.0,K. Sigþórsson,2.5,18.0,14
26.0,24,"Oct 27, 1990",J. Guðmundsson,https://cdn.sofifa.org/1x/18/players/191076.png,Iceland,78.0,78.0,J. Gudmundsson,11.0,58.0,14
28.0,24,"Apr 22, 1989",A. Gunnarsson,https://cdn.sofifa.org/1x/18/players/189167.png,Iceland,72.0,72.0,A. Gunnarsson,2.5,20.0,14
29.0,24,"May 27, 1988",B. Bjarnason,https://cdn.sofifa.org/1x/18/players/175789.png,Iceland,71.0,71.0,B. Bjarnason,2.3,26.0,14
25.0,24,"Dec 26, 1991",B. Sigurðarson,https://cdn.sofifa.org/1x/18/players/190461.png,Iceland,76.0,73.0,B. Sigurdarson,5.0,34.0,14
28.0,24,"Sep 7, 1988",A. Smárason,https://cdn.sofifa.org/1x/18/players/189721.png,Iceland,65.0,65.0,A. Smárason,550.0,2.0,14
29.0,24,"Feb 25, 1988",R. Gíslason,https://cdn.sofifa.org/1x/18/players/173667.png,Iceland,1.0,68.0,R. Gíslason,68.0,1.0,14
33.0,24,"Jun 29, 1984",E. Hallfreðsson,https://cdn.sofifa.org/1x/18/players/133249.png,Iceland,73.0,73.0,E. Hallfreðsson,2.3,26.0,14
26.0,24,"Apr 30, 1991",V. Pálsson,https://cdn.sofifa.org/1x/18/players/190640.png,Iceland,66.0,64.0,V. Pálsson,525.0,5.0,14
34.0,24,"Apr 1, 1983",O. Skúlason,https://cdn.sofifa.org/1x/18/players/160770.png,Iceland,70.0,70.0,O. Skúlason,550.0,10.0,10
33.0,24,"Oct 12, 1981",I. Sigurdsson,https://cdn.sofifa.org/1x/16/players/34308.png,Iceland,69.0,69.0,I. Sigurdsson,450.0,5.0,10
20.0,24,"Mar 16, 1991",A. Pétursson,https://cdn.sofifa.org/1x/12/players/187908.png,Iceland,59.0,54.0,A. Pétursson,0.0,0.0,10
36.0,24,"Jul 11, 1974",H. Hreiðarsson,https://cdn.sofifa.org/1x/12/players/4633.png,Iceland,63.0,63.0,H. Hreiðarsson,0.0,0.0,10
28.0,24,"Sep 7, 1988",A. Smárason,https://cdn.sofifa.org/1x/18/players/189721.png,Iceland,65.0,65.0,A. Smárason,550.0,2.0,10
35.0,24,"Mar 15, 1978",A. Viðarsson,https://cdn.sofifa.org/1x/14/players/19260.png,Iceland,60.0,60.0,A. Vidarsson,35.0,3.0,10
32.0,24,"Jul 13, 1981",H. Daníelsson,https://cdn.sofifa.org/1x/15/players/18766.png,Iceland,67.0,67.0,H. Danielsson,0.0,0.0,10
32.0,24,"Nov 11, 1984",B. Sævarsson,https://cdn.sofifa.org/1x/18/players/183122.png,Iceland,66.0,66.0,B. Sævarsson,0.0,0.0,10
29.0,24,"Feb 25, 1988",R. Gíslason,https://cdn.sofifa.org/1x/18/players/173667.png,Iceland,1.0,68.0,R. Gíslason,68.0,1.0,10
26.0,24,"Oct 27, 1990",J. Guðmundsson,https://cdn.sofifa.org/1x/18/players/191076.png,Iceland,78.0,78.0,J. Gudmundsson,11.0,58.0,10
35.0,24,"May 7, 1975",A. Arason,https://cdn.sofifa.org/1x/11/players/6251.png,Iceland,74.0,68.0,A. Arason,0.0,0.0,10
28.0,37,"Aug 21, 1988",R. Lewandowski,https://cdn.sofifa.org/1x/18/players/188545.png,Poland,91.0,91.0,R. Lewandowski,92.0,355.0,18
29.0,37,"Feb 3, 1988",K. Glik,https://cdn.sofifa.org/1x/18/players/190547.png,Poland,84.0,84.0,K. Glik,24.0,60.0,18
23.0,37,"May 20, 1994",P. Zieliński,https://cdn.sofifa.org/1x/18/players/210406.png,Poland,87.0,80.0,P. Zieliński,20.5,64.0,18
27.0,37,"Apr 18, 1990",W. Szczęsny,https://cdn.sofifa.org/1x/18/players/186153.png,Poland,85.0,83.0,W. Szczęsny,21.0,90.0,18
23.0,37,"Feb 28, 1994",A. Milik,https://cdn.sofifa.org/1x/18/players/205175.png,Poland,86.0,79.0,A. Milik,18.0,71.0,18
32.0,37,"Jun 3, 1985",L. Piszczek,https://cdn.sofifa.org/1x/18/players/173771.png,Poland,83.0,83.0,L. Piszczek,14.5,66.0,18
27.0,37,"Jan 29, 1990",G. Krychowiak,https://cdn.sofifa.org/1x/18/players/197242.png,Poland,80.0,79.0,G. Krychowiak,12.0,81.0,18
22.0,37,"Feb 2, 1995",K. Linetty,https://cdn.sofifa.org/1x/18/players/211408.png,Poland,83.0,76.0,K. Linetty,10.5,34.0,18
26.0,37,"Jun 3, 1991",L. Teodorczyk,https://cdn.sofifa.org/1x/18/players/201013.png,Poland,78.0,76.0,L. Teodorczyk,9.5,29.0,18
32.0,37,"Apr 18, 1985",L. Fabiański,https://cdn.sofifa.org/1x/18/players/164835.png,Poland,80.0,80.0,L. Fabiański,8.5,60.0,18
31.0,37,"Dec 14, 1985",J. Błaszczykowski,https://cdn.sofifa.org/1x/18/players/164994.png,Poland,75.0,75.0,J. Błaszczykowski,6.0,51.0,18
28.0,37,"Aug 21, 1988",R. Lewandowski,https://cdn.sofifa.org/1x/18/players/188545.png,Poland,91.0,91.0,R. Lewandowski,92.0,355.0,14
31.0,37,"Dec 14, 1985",J. Błaszczykowski,https://cdn.sofifa.org/1x/18/players/164994.png,Poland,75.0,75.0,J. Błaszczykowski,6.0,51.0,14
32.0,37,"Jun 3, 1985",L. Piszczek,https://cdn.sofifa.org/1x/18/players/173771.png,Poland,83.0,83.0,L. Piszczek,14.5,66.0,14
27.0,37,"Apr 18, 1990",W. Szczęsny,https://cdn.sofifa.org/1x/18/players/186153.png,Poland,85.0,83.0,W. Szczęsny,21.0,90.0,14
27.0,37,"Jan 29, 1990",G. Krychowiak,https://cdn.sofifa.org/1x/18/players/197242.png,Poland,80.0,79.0,G. Krychowiak,12.0,81.0,14
29.0,37,"Feb 3, 1988",K. Glik,https://cdn.sofifa.org/1x/18/players/190547.png,Poland,84.0,84.0,K. Glik,24.0,60.0,14
27.0,37,"Jun 12, 1990",A. Sobiech,https://cdn.sofifa.org/1x/18/players/189447.png,Poland,71.0,70.0,A. Sobiech,2.1,19.0,14
27.0,37,"Aug 19, 1989",M. Rybus,https://cdn.sofifa.org/1x/18/players/186347.png,Poland,71.0,71.0,M. Rybus,2.0,25.0,14
32.0,37,"Nov 10, 1984",L. Obraniak,https://cdn.sofifa.org/1x/18/players/138066.png,Poland,68.0,68.0,L. Obraniak,700.0,6.0,14
27.0,37,"Jun 13, 1990",M. Klich,https://cdn.sofifa.org/1x/18/players/192955.png,Poland,73.0,72.0,M. Klich,3.5,24.0,14
26.0,37,"Aug 29, 1990",J. Kosecki,https://cdn.sofifa.org/1x/18/players/204381.png,Poland,69.0,69.0,J. Kosecki,1.1,5.0,14
30.0,37,"Jun 6, 1984",B. Telichowski,https://cdn.sofifa.org/1x/15/players/148480.png,Poland,62.0,62.0,B. Telichowski,230.0,1.0,10
28.0,37,"Sep 27, 1988",M. Gostomski,https://cdn.sofifa.org/1x/18/players/176384.png,Poland,64.0,64.0,M. Gostomski,325.0,2.0,10
30.0,37,"Sep 29, 1983",P. Stawarczyk,https://cdn.sofifa.org/1x/15/players/177920.png,Poland,64.0,64.0,P. Stawarczyk,375.0,6.0,10
29.0,37,"Jun 2, 1982",L. Cichos,https://cdn.sofifa.org/1x/12/players/193024.png,Poland,1.0,55.0,L. Cichos,55.0,1.0,10
29.0,37,"May 2, 1988",M. Korzym,https://cdn.sofifa.org/1x/18/players/157698.png,Poland,63.0,63.0,M. Korzym,375.0,1.0,10
29.0,37,"Jun 8, 1988",K. Grosicki,https://cdn.sofifa.org/1x/18/players/177922.png,Poland,74.0,74.0,K. Grosicki,5.5,13.0,10
26.0,37,"Aug 7, 1982",B. Chwalibogowski,https://cdn.sofifa.org/1x/11/players/165636.png,Poland,64.0,57.0,B. Chwalibogowski,0.0,0.0,10
28.0,37,"Dec 27, 1985",P. Buzała,https://cdn.sofifa.org/1x/15/players/176388.png,Poland,62.0,62.0,P. Buzała,350.0,3.0,10
36.0,37,"Mar 24, 1973",J. Bąk,https://cdn.sofifa.org/1x/11/players/1541.png,Poland,75.0,65.0,J. Bąk,0.0,0.0,10
22.0,37,"Jun 23, 1988",A. Chomiuk,https://cdn.sofifa.org/1x/11/players/186629.png,Poland,60.0,52.0,A. Chomiuk,0.0,0.0,10
32.0,37,"Sep 2, 1981",M. Kuś,https://cdn.sofifa.org/1x/15/players/148486.png,Poland,61.0,61.0,M. Kuś,130.0,4.0,10
32.0,38,"Feb 5, 1985",Cristiano Ronaldo,https://cdn.sofifa.org/1x/18/players/20801.png,Portugal,94.0,94.0,Cristiano Ronaldo,95.5,565.0,18
22.0,38,"Aug 10, 1994",Bernardo Silva,https://cdn.sofifa.org/1x/18/players/218667.png,Portugal,90.0,84.0,Bernardo Silva,42.5,180.0,18
24.0,38,"Jan 19, 1993",João Mário,https://cdn.sofifa.org/1x/18/players/212814.png,Portugal,84.0,81.0,João Mário,22.0,64.0,18
23.0,38,"Jul 30, 1993",André Gomes,https://cdn.sofifa.org/1x/18/players/211575.png,Portugal,88.0,82.0,André Gomes,30.0,150.0,18
25.0,38,"Sep 9, 1991",Danilo Pereira,https://cdn.sofifa.org/1x/18/players/200888.png,Portugal,86.0,83.0,Danilo Pereira,27.5,18.0,18
25.0,38,"Apr 7, 1992",William Carvalho,https://cdn.sofifa.org/1x/18/players/207566.png,Portugal,86.0,83.0,William Carvalho,27.5,21.0,18
22.0,38,"May 11, 1995",Gelson Martins,https://cdn.sofifa.org/1x/18/players/227055.png,Portugal,88.0,82.0,Gelson Martins,30.5,21.0,18
30.0,38,"Nov 17, 1986",Nani,https://cdn.sofifa.org/1x/18/players/139068.png,Portugal,1.0,81.0,Nani,81.0,1.0,18
27.0,38,"Oct 6, 1989",Pizzi,https://cdn.sofifa.org/1x/18/players/197965.png,Portugal,83.0,83.0,Pizzi,26.5,19.0,18
26.0,38,"Oct 1, 1990",A. Lopes,https://cdn.sofifa.org/1x/18/players/199482.png,Portugal,86.0,84.0,A. Lopes,26.0,78.0,18
30.0,38,"Sep 8, 1986",João Moutinho,https://cdn.sofifa.org/1x/18/players/162347.png,Portugal,82.0,82.0,João Moutinho,20.5,48.0,18
32.0,38,"Feb 5, 1985",Cristiano Ronaldo,https://cdn.sofifa.org/1x/18/players/20801.png,Portugal,94.0,94.0,Cristiano Ronaldo,95.5,565.0,14
30.0,38,"Sep 8, 1986",João Moutinho,https://cdn.sofifa.org/1x/18/players/162347.png,Portugal,82.0,82.0,João Moutinho,20.5,48.0,14
32.0,38,"Aug 7, 1983",Danny,https://cdn.sofifa.org/1x/17/players/20800.png,Portugal,81.0,81.0,Danny,13.0,70.0,14
22.0,38,"Oct 24, 1994",Bruma,https://cdn.sofifa.org/1x/18/players/211368.png,Portugal,85.0,80.0,Bruma,20.0,63.0,14
30.0,38,"Nov 17, 1986",Nani,https://cdn.sofifa.org/1x/18/players/139068.png,Portugal,1.0,81.0,Nani,81.0,1.0,14
29.0,38,"Mar 11, 1988",Fábio Coentrão,https://cdn.sofifa.org/1x/18/players/171688.png,Portugal,79.0,79.0,Fábio Coentrão,9.5,150.0,14
26.0,38,"Sep 17, 1990",Josué,https://cdn.sofifa.org/1x/18/players/199739.png,Portugal,76.0,76.0,Josué,8.5,22.0,14
29.0,38,"Dec 22, 1987",Éder,https://cdn.sofifa.org/1x/18/players/189795.png,Portugal,76.0,76.0,Éder,7.5,51.0,14
28.0,38,"Sep 8, 1988",Licá,https://cdn.sofifa.org/1x/18/players/184031.png,Portugal,68.0,68.0,Licá,900.0,5.0,14
27.0,38,"Oct 6, 1989",Pizzi,https://cdn.sofifa.org/1x/18/players/197965.png,Portugal,83.0,83.0,Pizzi,26.5,19.0,14
28.0,38,"Mar 15, 1989",Adrien Silva,https://cdn.sofifa.org/1x/18/players/184826.png,Portugal,83.0,83.0,Adrien Silva,25.5,92.0,14
32.0,38,"Mar 17, 1983",Raúl Meireles,https://cdn.sofifa.org/1x/16/players/148224.png,Portugal,76.0,76.0,Raúl Meireles,4.0,50.0,10
30.0,38,"Mar 17, 1981",Milhazes,https://cdn.sofifa.org/1x/12/players/148225.png,Portugal,1.0,67.0,Milhazes,67.0,5.0,10
35.0,38,"May 2, 1981",Tiago,https://cdn.sofifa.org/1x/17/players/4098.png,Portugal,81.0,81.0,Tiago,5.5,50.0,10
32.0,38,"May 5, 1981",Paulo Jorge,https://cdn.sofifa.org/1x/14/players/168962.png,Portugal,64.0,64.0,Paulo Jorge,0.0,0.0,10
28.0,38,"Sep 4, 1980",Rui Baião,https://cdn.sofifa.org/1x/11/players/163076.png,Portugal,71.0,65.0,Rui Baião,0.0,0.0,10
30.0,38,"Mar 31, 1987",A. Bischoff,https://cdn.sofifa.org/1x/18/players/177668.png,Portugal,66.0,66.0,A. Bischoff,600.0,1.0,10
33.0,38,"Oct 18, 1978",José Pedro,https://cdn.sofifa.org/1x/13/players/157957.png,Portugal,67.0,67.0,José Pedro,0.0,0.0,10
32.0,38,"Mar 6, 1977",Carlitos,https://cdn.sofifa.org/1x/11/players/163077.png,Portugal,71.0,67.0,Carlitos,0.0,0.0,10
33.0,38,"Jun 10, 1983",Nélson,https://cdn.sofifa.org/1x/17/players/3078.png,Portugal,68.0,68.0,Nélson,375.0,1.0,10
33.0,38,"Aug 4, 1977",L. Boa Morte,https://cdn.sofifa.org/1x/12/players/2823.png,Portugal,66.0,66.0,L. Boa Morte,0.0,0.0,10
31.0,38,"Feb 5, 1986",Manuel Fernandes,https://cdn.sofifa.org/1x/18/players/157960.png,Portugal,81.0,81.0,Manuel Fernandes,15.5,54.0,10
26.0,40,"Mar 19, 1991",A. Kokorin,https://cdn.sofifa.org/1x/18/players/192086.png,Russia,81.0,80.0,A. Kokorin,17.5,80.0,18
27.0,40,"Feb 9, 1990",F. Smolov,https://cdn.sofifa.org/1x/18/players/187491.png,Russia,81.0,81.0,F. Smolov,19.0,59.0,18
26.0,40,"Sep 19, 1990",Mário Fernandes,https://cdn.sofifa.org/1x/18/players/193525.png,Russia,81.0,81.0,Mário Fernandes,15.0,52.0,18
27.0,40,"Jun 17, 1990",A. Dzagoev,https://cdn.sofifa.org/1x/18/players/187735.png,Russia,80.0,80.0,A. Dzagoev,15.0,57.0,18
26.0,40,"Jul 29, 1990",O. Shatov,https://cdn.sofifa.org/1x/18/players/206273.png,Russia,79.0,79.0,O. Shatov,13.5,74.0,18
21.0,40,"Oct 17, 1995",A. Miranchuk,https://cdn.sofifa.org/1x/18/players/214092.png,Russia,84.0,77.0,A. Miranchuk,12.5,35.0,18
23.0,40,"Feb 11, 1994",R. Zobnin,https://cdn.sofifa.org/1x/18/players/213160.png,Russia,85.0,78.0,R. Zobnin,12.5,48.0,18
21.0,40,"May 30, 1996",A. Golovin,https://cdn.sofifa.org/1x/18/players/225663.png,Russia,85.0,79.0,A. Golovin,17.0,45.0,18
26.0,40,"Dec 1, 1990",S. Kritsyuk,https://cdn.sofifa.org/1x/18/players/213150.png,Russia,82.0,79.0,S. Kritsyuk,11.0,40.0,18
28.0,40,"Sep 17, 1988",P. Mamaev,https://cdn.sofifa.org/1x/18/players/187736.png,Russia,78.0,78.0,P. Mamaev,10.5,51.0,18
28.0,40,"Aug 22, 1988",A. Dzyuba,https://cdn.sofifa.org/1x/18/players/187607.png,Russia,77.0,77.0,A. Dzyuba,9.0,70.0,18
27.0,40,"Jun 17, 1990",A. Dzagoev,https://cdn.sofifa.org/1x/18/players/187735.png,Russia,80.0,80.0,A. Dzagoev,15.0,57.0,14
26.0,40,"Mar 19, 1991",A. Kokorin,https://cdn.sofifa.org/1x/18/players/192086.png,Russia,81.0,80.0,A. Kokorin,17.5,80.0,14
31.0,40,"Apr 8, 1986",I. Akinfeev,https://cdn.sofifa.org/1x/18/players/148119.png,Russia,80.0,80.0,I. Akinfeev,9.0,42.0,14
28.0,40,"Aug 22, 1988",A. Dzyuba,https://cdn.sofifa.org/1x/18/players/187607.png,Russia,77.0,77.0,A. Dzyuba,9.0,70.0,14
33.0,40,"May 17, 1984",I. Denisov,https://cdn.sofifa.org/1x/18/players/147782.png,Russia,79.0,79.0,I. Denisov,5.0,50.0,14
30.0,40,"Jan 27, 1987",D. Glushakov,https://cdn.sofifa.org/1x/18/players/187366.png,Russia,77.0,77.0,D. Glushakov,6.5,56.0,14
31.0,40,"Apr 8, 1986",A. Kasaev,https://cdn.sofifa.org/1x/18/players/166708.png,Russia,75.0,75.0,A. Kasaev,6.0,38.0,14
32.0,40,"Jul 19, 1984",A. Samedov,https://cdn.sofifa.org/1x/18/players/147621.png,Russia,79.0,79.0,A. Samedov,10.0,74.0,14
31.0,40,"Apr 22, 1986",V. Fayzulin,https://cdn.sofifa.org/1x/18/players/167005.png,Russia,69.0,69.0,V. Fayzulin,700.0,28.0,14
26.0,40,"Apr 7, 1991",P. Yakovlev,https://cdn.sofifa.org/1x/18/players/193895.png,Russia,70.0,70.0,P. Yakovlev,1.9,16.0,14
33.0,40,"Aug 20, 1983",Y. Zhirkov,https://cdn.sofifa.org/1x/18/players/154950.png,Russia,75.0,75.0,Y. Zhirkov,2.6,47.0,14
35.0,40,"Oct 5, 1977",K. Zyryanov,https://cdn.sofifa.org/1x/14/players/147712.png,Russia,74.0,74.0,K. Zyryanov,0.0,0.0,10
28.0,40,"Jun 13, 1985",R. Sabitov,https://cdn.sofifa.org/1x/14/players/147202.png,Russia,62.0,60.0,R. Sabitov,0.0,0.0,10
34.0,40,"Dec 22, 1975",D. Khokhlov,https://cdn.sofifa.org/1x/11/players/147458.png,Russia,2.0,75.0,D. Khokhlov,77.0,3.0,10
29.0,40,"Feb 22, 1980",I. Levenets,https://cdn.sofifa.org/1x/11/players/161539.png,Russia,65.0,60.0,I. Levenets,0.0,0.0,10
31.0,40,"Mar 27, 1986",D. Yurchenko,https://cdn.sofifa.org/1x/18/players/187652.png,Russia,73.0,73.0,D. Yurchenko,2.4,17.0,10
42.0,40,"Feb 12, 1974",D. Loskov,https://cdn.sofifa.org/1x/17/players/147461.png,Russia,70.0,70.0,D. Loskov,0.0,8.0,10
21.0,40,"May 7, 1988",A. Moskvin,https://cdn.sofifa.org/1x/11/players/187653.png,Russia,1.0,57.0,A. Moskvin,74.0,1.0,10
28.0,40,"Dec 17, 1980",A. Shvetsov,https://cdn.sofifa.org/1x/11/players/147206.png,Russia,69.0,58.0,A. Shvetsov,0.0,0.0,10
27.0,40,"May 12, 1982",E. Zurayev,https://cdn.sofifa.org/1x/11/players/161542.png,Russia,1.0,57.0,E. Zurayev,67.0,1.0,10
30.0,40,"Jun 13, 1986",G. Dzhioev,https://cdn.sofifa.org/1x/17/players/167174.png,Russia,63.0,63.0,G. Dzhioev,240.0,1.0,10
19.0,40,"May 1, 1990",A. Zvezincev,https://cdn.sofifa.org/1x/11/players/187654.png,Russia,1.0,51.0,A. Zvezincev,68.0,1.0,10
26.0,45,"Nov 7, 1990",De Gea,https://cdn.sofifa.org/1x/18/players/193080.png,Spain,93.0,91.0,De Gea,74.5,295.0,18
26.0,45,"Apr 11, 1991",Thiago,https://cdn.sofifa.org/1x/18/players/189509.png,Spain,89.0,88.0,Thiago,68.5,225.0,18
31.0,45,"Jan 8, 1986",David Silva,https://cdn.sofifa.org/1x/18/players/168542.png,Spain,89.0,89.0,David Silva,58.5,285.0,18
25.0,45,"Apr 21, 1992",Isco,https://cdn.sofifa.org/1x/18/players/197781.png,Spain,89.0,86.0,Isco,1.0,55.0,18
31.0,45,"Mar 30, 1986",Sergio Ramos,https://cdn.sofifa.org/1x/18/players/155862.png,Spain,90.0,90.0,Sergio Ramos,52.0,310.0,18
24.0,45,"Oct 23, 1992",Morata,https://cdn.sofifa.org/1x/18/players/201153.png,Spain,88.0,84.0,Morata,41.0,170.0,18
25.0,45,"Jan 8, 1992",Koke,https://cdn.sofifa.org/1x/18/players/193747.png,Spain,88.0,85.0,Koke,47.5,84.0,18
21.0,45,"Jan 21, 1996",Marco Asensio,https://cdn.sofifa.org/1x/18/players/220834.png,Spain,92.0,84.0,Marco Asensio,46.0,195.0,18
27.0,45,"Aug 28, 1989",Azpilicueta,https://cdn.sofifa.org/1x/18/players/184432.png,Spain,88.0,86.0,Azpilicueta,43.5,190.0,18
28.0,45,"Oct 7, 1988",Diego Costa,https://cdn.sofifa.org/1x/18/players/179844.png,Spain,85.0,85.0,Diego Costa,40.0,100.0,18
30.0,45,"Feb 2, 1987",Piqué,https://cdn.sofifa.org/1x/18/players/152729.png,Spain,87.0,87.0,Piqué,37.5,240.0,18
29.0,45,"Apr 28, 1988",Juan Mata,https://cdn.sofifa.org/1x/18/players/178088.png,Spain,83.0,83.0,Juan Mata,25.5,150.0,14
30.0,45,"May 4, 1987",Cesc Fàbregas,https://cdn.sofifa.org/1x/18/players/162895.png,Spain,85.0,85.0,Cesc Fàbregas,35.5,175.0,14
30.0,45,"Feb 2, 1987",Piqué,https://cdn.sofifa.org/1x/18/players/152729.png,Spain,87.0,87.0,Piqué,37.5,240.0,14
29.0,45,"Jul 28, 1987",Pedro,https://cdn.sofifa.org/1x/18/players/189505.png,Spain,83.0,83.0,Pedro,25.5,155.0,14
25.0,45,"Apr 21, 1992",Isco,https://cdn.sofifa.org/1x/18/players/197781.png,Spain,89.0,86.0,Isco,1.0,55.0,14
33.0,45,"May 11, 1984",Iniesta,https://cdn.sofifa.org/1x/18/players/41.png,Spain,87.0,87.0,Iniesta,29.5,260.0,14
31.0,45,"Mar 30, 1986",Sergio Ramos,https://cdn.sofifa.org/1x/18/players/155862.png,Spain,90.0,90.0,Sergio Ramos,52.0,310.0,14
31.0,45,"Jan 8, 1986",David Silva,https://cdn.sofifa.org/1x/18/players/168542.png,Spain,89.0,89.0,David Silva,58.5,285.0,14
28.0,45,"Oct 7, 1988",Diego Costa,https://cdn.sofifa.org/1x/18/players/179844.png,Spain,85.0,85.0,Diego Costa,40.0,100.0,14
